gbifID	type	format	identifier	references	title	description	source	audience	created	creator	contributor	publisher	license	rightsHolder
4923824917	StillImage	image/jpeg	https://inaturalist-open-data.s3.amazonaws.com/photos/416431837/original.jpg	https://www.inaturalist.org/photos/416431837					2024-08-01T18:11:20Z	Michael Murphy		iNaturalist	http://creativecommons.org/licenses/by-nc/4.0/	Michael Murphy
4923824917	StillImage	image/jpeg	https://inaturalist-open-data.s3.amazonaws.com/photos/416431839/original.jpg	https://www.inaturalist.org/photos/416431839					2024-08-01T18:11:22Z	Michael Murphy		iNaturalist	http://creativecommons.org/licenses/by-nc/4.0/	Michael Murphy
4923804483	StillImage	image/jpeg	https://inaturalist-open-data.s3.amazonaws.com/photos/407278670/original.jpeg	https://www.inaturalist.org/photos/407278670					2024-07-12T00:52:00Z	Claire Jones		iNaturalist	http://creativecommons.org/licenses/by-nc/4.0/	Claire Jones
4923804483	StillImage	image/jpeg	https://inaturalist-open-data.s3.amazonaws.com/photos/407278697/original.jpeg	https://www.inaturalist.org/photos/407278697					2024-07-12T00:52:00Z	Claire Jones		iNaturalist	http://creativecommons.org/licenses/by-nc/4.0/	Claire Jones
4923804483	StillImage	image/jpeg	https://inaturalist-open-data.s3.amazonaws.com/photos/407278735/original.jpeg	https://www.inaturalist.org/photos/407278735					2024-07-12T00:52:00Z	Claire Jones		iNaturalist	http://creativecommons.org/licenses/by-nc/4.0/	Claire Jones
4923791271	StillImage	image/jpeg	https://inaturalist-open-data.s3.amazonaws.com/photos/416587098/original.jpeg	https://www.inaturalist.org/photos/416587098					2024-07-29T23:41:33Z	Avery June		iNaturalist	http://creativecommons.org/licenses/by-nc/4.0/	Avery June
4923752224	StillImage	image/jpeg	https://inaturalist-open-data.s3.amazonaws.com/photos/398458426/original.jpg	https://www.inaturalist.org/photos/398458426					2024-06-21T01:05:47Z	ericaharris123		iNaturalist	http://creativecommons.org/licenses/by-nc/4.0/	ericaharris123
4923704513	StillImage	image/jpeg	https://inaturalist-open-data.s3.amazonaws.com/photos/418263121/original.jpeg	https://www.inaturalist.org/photos/418263121					2024-08-08T19:05:03Z	subhashc		iNaturalist	http://creativecommons.org/licenses/by-nc/4.0/	subhashc
4923704513	StillImage	image/jpeg	https://inaturalist-open-data.s3.amazonaws.com/photos/418263125/original.jpeg	https://www.inaturalist.org/photos/418263125					2024-08-08T19:05:03Z	subhashc		iNaturalist	http://creativecommons.org/licenses/by-nc/4.0/	subhashc
4923683585	StillImage	image/jpeg	https://inaturalist-open-data.s3.amazonaws.com/photos/416416618/original.jpg	https://www.inaturalist.org/photos/416416618					2024-07-31T21:38:53Z	Michael Murphy		iNaturalist	http://creativecommons.org/licenses/by-nc/4.0/	Michael Murphy
